Time,THERMAL ZONE 1:GRAZ ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:GRAZ ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:GRAZ ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:GRAZ ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1::Des Latent Heat Load [W],THERMAL ZONE 1::Des Latent Cool Load [W],THERMAL ZONE 1::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 1::Des Heat Load No DOAS [W],THERMAL ZONE 1::Des Sens Cool Load No DOAS [W],THERMAL ZONE 1::Des Latent Heat Load No DOAS [W],THERMAL ZONE 1::Des Latent Cool Load No DOAS [W],THERMAL ZONE 1:GRAZ ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 1:GRAZ ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 1:GRAZ ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 1:GRAZ ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
11:50:00,0.000000E+00,4.991423E+02,0.000000E+00,9.780956E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.803424E+00,6.506529E+01,1.900000E+01,5.964007E+01
12:00:00,0.000000E+00,5.066042E+02,0.000000E+00,9.927177E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.803268E+00,6.506597E+01,1.900000E+01,5.964007E+01
12:10:00,0.000000E+00,5.140562E+02,0.000000E+00,1.007320E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.803112E+00,6.506666E+01,1.900000E+01,5.964007E+01
12:20:00,0.000000E+00,5.215115E+02,0.000000E+00,1.021929E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.802958E+00,6.506734E+01,1.900000E+01,5.964007E+01
12:30:00,0.000000E+00,5.289699E+02,0.000000E+00,1.036544E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.802804E+00,6.506801E+01,1.900000E+01,5.964007E+01
12:40:00,0.000000E+00,5.364230E+02,0.000000E+00,1.051149E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.802652E+00,6.506869E+01,1.900000E+01,5.964007E+01
12:50:00,0.000000E+00,5.438621E+02,0.000000E+00,1.065726E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.802500E+00,6.506935E+01,1.900000E+01,5.964007E+01
13:00:00,0.000000E+00,5.512718E+02,0.000000E+00,1.080246E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.802350E+00,6.507001E+01,1.900000E+01,5.964007E+01
13:10:00,0.000000E+00,5.585992E+02,0.000000E+00,1.094605E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.802200E+00,6.507067E+01,1.900000E+01,5.964007E+01
13:20:00,0.000000E+00,5.658263E+02,0.000000E+00,1.108766E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.802052E+00,6.507133E+01,1.900000E+01,5.964007E+01
13:30:00,0.000000E+00,5.729400E+02,0.000000E+00,1.122706E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.801904E+00,6.507198E+01,1.900000E+01,5.964007E+01
13:40:00,0.000000E+00,5.799172E+02,0.000000E+00,1.136378E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.801758E+00,6.507262E+01,1.900000E+01,5.964007E+01
13:50:00,0.000000E+00,5.867412E+02,0.000000E+00,1.149750E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.801612E+00,6.507326E+01,1.900000E+01,5.964007E+01
14:00:00,0.000000E+00,5.933887E+02,0.000000E+00,1.162776E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.801467E+00,6.507390E+01,1.900000E+01,5.964007E+01
14:10:00,0.000000E+00,5.998150E+02,0.000000E+00,1.175369E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.801323E+00,6.507453E+01,1.900000E+01,5.964007E+01
14:20:00,0.000000E+00,6.059921E+02,0.000000E+00,1.187474E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.801181E+00,6.507516E+01,1.900000E+01,5.964007E+01
14:30:00,0.000000E+00,6.118979E+02,0.000000E+00,1.199046E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.801039E+00,6.507578E+01,1.900000E+01,5.964007E+01
14:40:00,0.000000E+00,6.172360E+02,0.000000E+00,1.209506E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.800898E+00,6.507641E+01,1.900000E+01,5.964007E+01
14:50:00,0.000000E+00,6.221152E+02,0.000000E+00,1.219068E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.800758E+00,6.507702E+01,1.900000E+01,5.964007E+01
15:00:00,0.000000E+00,6.265593E+02,0.000000E+00,1.227776E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.800619E+00,6.507763E+01,1.900000E+01,5.964007E+01
15:10:00,0.000000E+00,6.305427E+02,0.000000E+00,1.235582E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.800481E+00,6.507824E+01,1.900000E+01,5.964007E+01
15:20:00,0.000000E+00,6.340569E+02,0.000000E+00,1.242468E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.800343E+00,6.507885E+01,1.900000E+01,5.964007E+01
15:30:00,0.000000E+00,6.370936E+02,0.000000E+00,1.248419E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.800207E+00,6.507945E+01,1.900000E+01,5.964007E+01
15:40:00,0.000000E+00,6.402741E+02,0.000000E+00,1.254651E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.800071E+00,6.508004E+01,1.900000E+01,5.964007E+01
15:50:00,0.000000E+00,6.441058E+02,0.000000E+00,1.262159E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.799937E+00,6.508064E+01,1.900000E+01,5.964007E+01
16:00:00,0.000000E+00,6.491157E+02,0.000000E+00,1.271976E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.799803E+00,6.508123E+01,1.900000E+01,5.964007E+01
16:10:00,0.000000E+00,6.558247E+02,0.000000E+00,1.285123E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.799670E+00,6.508181E+01,1.900000E+01,5.964007E+01
16:20:00,0.000000E+00,6.646353E+02,0.000000E+00,1.302388E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.799538E+00,6.508239E+01,1.900000E+01,5.964007E+01
16:30:00,0.000000E+00,6.758452E+02,0.000000E+00,1.324354E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.799407E+00,6.508297E+01,1.900000E+01,5.964007E+01
16:40:00,0.000000E+00,6.893470E+02,0.000000E+00,1.350812E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.799276E+00,6.508354E+01,1.900000E+01,5.964007E+01
16:50:00,0.000000E+00,7.046482E+02,0.000000E+00,1.380795E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.799147E+00,6.508411E+01,1.900000E+01,5.964007E+01
17:00:00,0.000000E+00,7.212538E+02,0.000000E+00,1.413335E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.799018E+00,6.508468E+01,1.900000E+01,5.964007E+01
17:10:00,0.000000E+00,7.387061E+02,0.000000E+00,1.447534E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.798891E+00,6.508524E+01,1.900000E+01,5.964007E+01
17:20:00,0.000000E+00,7.565020E+02,0.000000E+00,1.482406E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.798764E+00,6.508580E+01,1.900000E+01,5.964007E+01
17:30:00,0.000000E+00,7.737144E+02,0.000000E+00,1.516134E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.798638E+00,6.508636E+01,1.900000E+01,5.964007E+01
17:40:00,0.000000E+00,7.900378E+02,0.000000E+00,1.548121E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.798512E+00,6.508691E+01,1.900000E+01,5.964007E+01
17:50:00,0.000000E+00,8.051517E+02,0.000000E+00,1.577737E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.798388E+00,6.508746E+01,1.900000E+01,5.964007E+01
18:00:00,0.000000E+00,8.185817E+02,0.000000E+00,1.604054E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.798264E+00,6.508800E+01,1.900000E+01,5.964007E+01
18:10:00,0.000000E+00,8.298645E+02,0.000000E+00,1.626163E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.798141E+00,6.508854E+01,1.900000E+01,5.964007E+01
18:20:00,0.000000E+00,8.385411E+02,0.000000E+00,1.643166E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.798019E+00,6.508908E+01,1.900000E+01,5.964007E+01
18:30:00,0.000000E+00,8.446771E+02,0.000000E+00,1.655189E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.797898E+00,6.508961E+01,1.900000E+01,5.964007E+01
18:40:00,0.000000E+00,8.476294E+02,0.000000E+00,1.660974E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.797777E+00,6.509014E+01,1.900000E+01,5.964007E+01
18:50:00,0.000000E+00,8.469312E+02,0.000000E+00,1.659606E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.797658E+00,6.509067E+01,1.900000E+01,5.964007E+01
19:00:00,0.000000E+00,8.413464E+02,0.000000E+00,1.648663E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.797539E+00,6.509120E+01,1.900000E+01,5.964007E+01
19:10:00,0.000000E+00,8.312397E+02,0.000000E+00,1.628858E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.797421E+00,6.509171E+01,1.900000E+01,5.964007E+01
19:20:00,0.000000E+00,8.157157E+02,0.000000E+00,1.598438E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.797303E+00,6.509223E+01,1.900000E+01,5.964007E+01
19:30:00,0.000000E+00,7.954298E+02,0.000000E+00,1.558687E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.797187E+00,6.509274E+01,1.900000E+01,5.964007E+01
19:40:00,0.000000E+00,7.715096E+02,0.000000E+00,1.511814E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.797071E+00,6.509325E+01,1.900000E+01,5.964007E+01
19:50:00,0.000000E+00,7.465092E+02,0.000000E+00,1.462824E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.796956E+00,6.509376E+01,1.900000E+01,5.964007E+01
20:00:00,0.000000E+00,7.229109E+02,0.000000E+00,1.416582E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.796841E+00,6.509426E+01,1.900000E+01,5.964007E+01
20:10:00,0.000000E+00,7.012320E+02,0.000000E+00,1.374101E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.796728E+00,6.509477E+01,1.900000E+01,5.964007E+01
20:20:00,0.000000E+00,6.832864E+02,0.000000E+00,1.338936E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.796615E+00,6.509526E+01,1.900000E+01,5.964007E+01
20:30:00,0.000000E+00,6.692159E+02,0.000000E+00,1.311364E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.796503E+00,6.509576E+01,1.900000E+01,5.964007E+01
20:40:00,0.000000E+00,6.587959E+02,0.000000E+00,1.290945E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.796391E+00,6.509625E+01,1.900000E+01,5.964007E+01
20:50:00,0.000000E+00,6.502536E+02,0.000000E+00,1.274206E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.796280E+00,6.509674E+01,1.900000E+01,5.964007E+01
21:00:00,0.000000E+00,6.428654E+02,0.000000E+00,1.259729E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.796170E+00,6.509722E+01,1.900000E+01,5.964007E+01
21:10:00,0.000000E+00,6.363490E+02,0.000000E+00,1.246959E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.796061E+00,6.509770E+01,1.900000E+01,5.964007E+01
21:20:00,0.000000E+00,6.304028E+02,0.000000E+00,1.235308E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.795953E+00,6.509818E+01,1.900000E+01,5.964007E+01
21:30:00,0.000000E+00,6.248466E+02,0.000000E+00,1.224420E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.795845E+00,6.509865E+01,1.900000E+01,5.964007E+01
21:40:00,0.000000E+00,6.195109E+02,0.000000E+00,1.213964E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.795738E+00,6.509913E+01,1.900000E+01,5.964007E+01
21:50:00,0.000000E+00,6.142843E+02,0.000000E+00,1.203722E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.795631E+00,6.509959E+01,1.900000E+01,5.964007E+01
22:00:00,0.000000E+00,6.090394E+02,0.000000E+00,1.193445E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.795525E+00,6.510006E+01,1.900000E+01,5.964007E+01
22:10:00,0.000000E+00,6.037625E+02,0.000000E+00,1.183104E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.795420E+00,6.510052E+01,1.900000E+01,5.964007E+01
22:20:00,0.000000E+00,5.984051E+02,0.000000E+00,1.172606E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.795316E+00,6.510098E+01,1.900000E+01,5.964007E+01
22:30:00,0.000000E+00,5.929372E+02,0.000000E+00,1.161892E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.795212E+00,6.510144E+01,1.900000E+01,5.964007E+01
22:40:00,0.000000E+00,5.873352E+02,0.000000E+00,1.150914E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.795109E+00,6.510189E+01,1.900000E+01,5.964007E+01
22:50:00,0.000000E+00,5.815895E+02,0.000000E+00,1.139655E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.795007E+00,6.510234E+01,1.900000E+01,5.964007E+01
23:00:00,0.000000E+00,5.757077E+02,0.000000E+00,1.128130E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.794905E+00,6.510279E+01,1.900000E+01,5.964007E+01
23:10:00,0.000000E+00,5.696419E+02,0.000000E+00,1.116243E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.794804E+00,6.510324E+01,1.900000E+01,5.964007E+01
23:20:00,0.000000E+00,5.633906E+02,0.000000E+00,1.103994E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.794703E+00,6.510368E+01,1.900000E+01,5.964007E+01
23:30:00,0.000000E+00,5.569544E+02,0.000000E+00,1.091382E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.794604E+00,6.510412E+01,1.900000E+01,5.964007E+01
23:40:00,0.000000E+00,5.503401E+02,0.000000E+00,1.078420E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.794504E+00,6.510456E+01,1.900000E+01,5.964007E+01
23:50:00,0.000000E+00,5.435540E+02,0.000000E+00,1.065123E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.794406E+00,6.510499E+01,1.900000E+01,5.964007E+01
24:00:00,0.000000E+00,5.366084E+02,0.000000E+00,1.051513E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.794308E+00,6.510542E+01,1.900000E+01,5.964007E+01
Peak,0.000000E+00,8.476294E+02,0.000000E+00,1.660974E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,0.000000E+00,1.442824E-01,,,0.000000E+00,0.000000E+00,,,,,,,,
